0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038990386940634825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005311257426254955,0.0,0.00227921360298595,0.0025199431467564856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012886930373844732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004294110973665994,0.0,0.0,0.0,-0.056998002769895625,-0.038181000669655865,-0.005550648787763611,0.05243021215116488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.004329468220918481,-0.004280679777407446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003704888287517855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003956820879794444,-0.0050094761622376804,0.0,-0.007034588654482547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10573346601667802,-0.7433219183108326,-0.009092732766426987,-0.09346555761934587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.0024834300382610397,0.0,0.0,0.0,-0.004085476414090559,0.0,0.0,-0.002409312228278078,0.0,0.0,-0.0030245122163420003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021082280606474035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002229291449967752,0.0,0.0,0.0,-0.06578606042318286,-0.5138815069951255,-0.004479286273730137,-0.018020269208870298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.0011048313224799686,0.0,0.0014178273228143692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004306833755106502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00287738794486241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005442731478000633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01283647627176735,0.14423423192136905,-0.006079635043183476,0.04000416391129319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005171897611595533,0.0,0.0,0.0,0.0,0.0
0.0,0.0006986813384834378,0.0,0.0005701702718880522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017904462901405119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015334930634080866,0.0,0.0,0.0,0.0,0.0,0.0,0.0006296823955151729,0.0,0.0012447468990212439,0.0,0.0,0.0,0.0,-0.008351486754264392,0.26477566868382235,0.0,0.0252982585369309,0.0,0.0007543457345681182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.003867677544038951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003203466897112103,0.0,0.0,-0.0016867353642018035,0.0,-0.0031240998334640204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014649301760718543,-0.06862022984894524,-0.4392492707728263,-0.005590246163658819,-0.022044674542267193,0.0,-0.001215964900262212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.002350354725991931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00198624339617659,0.0,0.0,0.0,0.0,0.0,0.0048175734245496735,0.0,0.0,0.01385095910508731,0.0,0.0,0.0,0.0,0.0,0.0,0.0037534765123880837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022028511793544995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07564530888687956,0.6495508972705238,0.007556113678202721,0.03004621922069822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.006921454569198333,0.0,0.0,0.0,0.0,0.0,0.0,0.0021493252818458163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002742130223695627,0.0,0.0,0.012117309569508586,0.0,0.0,0.0,0.0,0.004120273228403565,0.0,0.003969720055083006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38272354069116654,1.246921471386009,0.015704038852997593,0.0923605105770917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.004711314035246535,-0.0005659729518442938,0.0,-0.0031767522365265676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010925569611536234,-0.004086344263729969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017171671929853173,0.0,0.0,-0.10530252982958659,-0.714310403358013,-0.006984384237655075,-0.08584537896583158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.002629389316731114,0.0,0.0,0.0,0.0011493119371350584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030039072751551605,0.0007671692946789044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001327793631569371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001242472296373656,0.0,0.0,0.0,0.10740056218110572,0.9147902182597578,0.004754203690589074,0.04826103770865552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
